<STARTEVENT>: START-FSfront

<ENABLESAVE>

<MapName>: _Fort Santiago Front_

<DRAWBACK>: 700
<LMOUSE>: 27
<HMOUSE>: 60
<FOG>: 0,500, 0, 0

<OBJECT>: store
<OBJECT>: rizalhouse
<OBJECT>: tree
<OBJECT>: ordinaryhouse
<OBJECT>: door1-1
<OBJECT>: blockx2
<OBJECT>: fence2
<OBJECT>: bench
<OBJECT>: bench2
<OBJECT>: wall1x1
<OBJECT>: wall1x5
<OBJECT>: wall1x4
<OBJECT>: tunnel
<OBJECT>: grass
<OBJECT>: fence4
<OBJECT>: stair-1
<OBJECT>: SnackArea
<OBJECT>: plant
<OBJECT>: kubo
<OBJECT>: slight
<OBJECT>: SBoard
<layer1>:SBoard, 7,0,10,  s, Upstairs

<DUMMY>: D1,0,0,0
<DUMMY>: D2,28,0,6

<CHARACTER>: Rozs, 19,0,47, e
<ANIMATION>: Wait, 1
<ANIMATION>: Walk, 8
<ANIMATION>: Run,  8
<ANIMATION>: Push, 8
<ANIMATION>: Dock, 8

<CHARACTER>: GuardGun3, 22,0,47, e
<ANIMATION>: Wait, 1

<CHARACTER>: GuardGun1, 18,0,47, e
<ANIMATION>: Wait, 1

<CHARACTER>: CMan1, 13,0,40, n
<ANIMATION>: Wait, 1

<CHARACTER>: CMan2, 19,0,26, n
<ANIMATION>: Wait, 1

<CHARACTER>: CMan3, 5,0,16, n
<ANIMATION>: Wait, 1

<CHARACTER>: Josephine, 30,0,36, n
<ANIMATION>: Wait, 1

<CHARACTER/>

//Fort Santiago Front

<AI>: CMan1, AIIdle, Wait, None
<AI>: CMan2, AIIdle, Wait, None
<AI>: CMan3, AIIdle, Wait, None
<AI>: Josephine, AIIdle, Wait, None

<EVENT>: TalkFSMan1, 17,25, 3,3, 1,1
<EVENT>: TalkFSMan2, 11,39, 3,3, 1,1
<EVENT>: TalkFSMan3, 3,15, 3,3, 1,1
<EVENT>: TalkJosephine, 28,35, 3,3, 1,1

//Guard Stop
<EVENT>: GCStep, 18,46, 4,4, 0,1

<SURFACE>:   PlaneBox,  cloud-1, 1,0,1, 33,20,50, s
<layer1>:fence2, 29,0,31, e, wood4
<layer1>:fence2, 30,0,31, e, wood4
<layer1>:fence2, 31,0,31, e, wood4
<layer1>:fence2, 32,0,31, e, wood4
<layer1>:fence2, 33,0,31, e, wood4

<layer1>:fence2, 25,0,20, e, wood4
<layer1>:fence2, 26,0,20, e, wood4
<layer1>:fence2, 27,0,20, e, wood4
<layer1>:fence2, 28,0,20, e, wood4
<layer1>:fence2, 29,0,20, e, wood4
<layer1>:fence2, 30,0,20, e, wood4
<layer1>:fence2, 31,0,20, e, wood4
<layer1>:fence2, 32,0,20, e, wood4
<layer1>:fence2, 33,0,20, e, wood4
<layer1>:fence2, 34,0,20, e, wood4

<layer1>:fence2, 25,0,14, e, wood4
<layer1>:fence2, 26,0,14, e, wood4
<layer1>:fence2, 27,0,14, e, wood4
<layer1>:fence2, 28,0,14, e, wood4
<layer1>:fence2, 29,0,14, e, wood4
<layer1>:fence2, 30,0,14, e, wood4
<layer1>:fence2, 31,0,14, e, wood4
<layer1>:fence2, 32,0,14, e, wood4
<layer1>:fence2, 33,0,14, e, wood4
<layer1>:fence2, 34,0,14, e, wood4

<layer1>:fence2, 25,0,8, e, wood4
<layer1>:fence2, 26,0,8, e, wood4
<layer1>:fence2, 27,0,8, e, wood4
<layer1>:fence2, 28,0,8, e, wood4
<layer1>:fence2, 29,0,8, e, wood4
<layer1>:fence2, 30,0,8, e, wood4
<layer1>:fence2, 31,0,8, e, wood4
<layer1>:fence2, 32,0,8, e, wood4
<layer1>:fence2, 33,0,8, e, wood4
<layer1>:fence2, 34,0,8, e, wood4

<layer1>:fence4, 2,0,1, e, 282
<layer1>:fence4, 3,0,1, e, 282
<layer1>:fence4, 4,0,1, e, 282
<layer1>:fence4, 5,0,1, e, 282
<layer1>:fence4, 6,0,1, e, 282
<layer1>:fence4, 6,0,1, s, 282
<layer1>:fence4, 6,0,2, s, 282
<layer1>:fence4, 6,0,3, s, 282
<layer1>:fence4, 6,0,6, s, 282
<layer1>:fence4, 6,0,7, s, 282
<layer1>:fence4, 6,0,8, s, 282
<layer1>:fence4, 6,0,9, s, 282
<layer1>:fence4, 6,0,10, s, 282

<SURFACE>:   z1PLANE1,  lotus1-1,  22,0.31,42,   0.5,0,0.5, s
<SURFACE>:   z1PLANE1,  lotus1-1,  31,0.31,43,   0.6,0,0.6, s
<SURFACE>:   z1PLANE1,  lotus2-1,  20,0.31,43,   0.6,0,0.6, s
<SURFACE>:   z1PLANE1,  lotus3-1,  32,0.31,42,   0.5,0,0.5, s

<SURFACE>:   z1PLANE1,  lotus1-1,  10,0.31,42,   0.6,0,0.6, s
<SURFACE>:   z1PLANE1,  lotus3-1,  3,0.31,43,   0.5,0,0.5, s
<SURFACE>:   z1PLANE1,  lotus1-1,  5,0.31,42,   0.5,0,0.5, s
<SURFACE>:   z1PLANE1,  lotus2-1,  12,0.31,43,   0.5,0,0.5, s

<layer1>:wall1x5, 1,0,50, w, 163
<layer1>:wall1x5, 6,0,50, w, 163
<layer1>:wall1x5, 11,0,50, w, 163
<layer1>:wall1x5, 16,0,50, w, 163
<layer1>:wall1x5, 21,0,50, w, 163
<layer1>:wall1x5, 26,0,50, w, 163
<layer1>:wall1x4, 31,0,50, w, 163

<layer1>:wall1x5, 1,5,50, w, 163
<layer1>:wall1x5, 6,5,50, w, 163
<layer1>:wall1x5, 11,5,50, w, 163
<layer1>:wall1x5, 16,5,50, w, 163
<layer1>:wall1x5, 21,5,50, w, 163
<layer1>:wall1x5, 26,5,50, w, 163
<layer1>:wall1x4, 31,5,50, w, 163

<layer1>:wall1x5, 33,0,1, n, 163
<layer1>:wall1x5, 33,5,1, n, 163
<layer1>:wall1x5, 33,0,6, n, 163
<layer1>:wall1x5, 33,5,6, n, 163
<layer1>:wall1x5, 33,0,11, n, 163
<layer1>:wall1x5, 33,5,11, n, 163
<layer1>:wall1x5, 33,0,16, n, 163
<layer1>:wall1x5, 33,5,16, n, 163
<layer1>:wall1x5, 33,0,21, n, 163
<layer1>:wall1x5, 33,5,21, n, 163
<layer1>:wall1x5, 33,0,26, n, 163
<layer1>:wall1x5, 33,5,26, n, 163
<layer1>:wall1x5, 33,0,31, n, 163
<layer1>:wall1x5, 33,5,31, n, 163
<layer1>:wall1x5, 33,0,36, n, 163
<layer1>:wall1x5, 33,5,36, n, 163
<layer1>:wall1x5, 33,0,41, n, 163
<layer1>:wall1x5, 33,5,41, n, 163

<layer1>:wall1x4, 33,0,46, n, 163
<layer1>:wall1x4, 33,5,46, n, 163


//<layer1>:wall1x1, 33,0,49, w, 163

<layer1>:wall1x5, 1,0,1, s, 163
<layer1>:wall1x5, 1,0,6, s, 163
<layer1>:wall1x5, 1,0,11, s, 163
<layer1>:wall1x5, 1,0,16, s, 163
<layer1>:wall1x5, 1,0,21, s, 163
<layer1>:wall1x5, 1,0,26, s, 163
<layer1>:wall1x5, 1,0,31, s, 163
<layer1>:wall1x5, 1,0,36, s, 163
<layer1>:wall1x5, 1,0,41, s, 163
<layer1>:wall1x5, 1,0,46, s, 163

<layer1>:wall1x5, 1,5,1, s, 163
<layer1>:wall1x5, 1,5,6, s, 163
<layer1>:wall1x5, 1,5,11, s, 163
<layer1>:wall1x5, 1,5,16, s, 163
<layer1>:wall1x5, 1,5,21, s, 163
<layer1>:wall1x5, 1,5,26, s, 163
<layer1>:wall1x5, 1,5,31, s, 163
<layer1>:wall1x5, 1,5,36, s, 163
<layer1>:wall1x5, 1,5,41, s, 163
<layer1>:wall1x5, 1,5,46, s, 163

<layer1>:slight, 13,0,11, n, slight-2
<layer1>:slight, 13,0,15, n, slight-2
<layer1>:slight, 13,0,19, n, slight-2
<layer1>:slight, 13,0,23, n, slight-2
<layer1>:slight, 13,0,27, n, slight-2
<layer1>:slight, 13,0,31, n, slight-2
<layer1>:slight, 13,0,36, n, slight-2
<layer1>:slight, 20,0,11, s, slight-2
<layer1>:slight, 20,0,15, s, slight-2
<layer1>:slight, 20,0,19, s, slight-2
<layer1>:slight, 20,0,23, s, slight-2
<layer1>:slight, 20,0,27, s, slight-2
<layer1>:slight, 20,0,31, s, slight-2
<layer1>:slight, 20,0,36, s, slight-2
<layer1>:slight, 16,0,11, w, slight-2
<layer1>:slight, 16,0,36, e, slight-2


//To MainGate from FS-Front
<layer1>:tunnel, 18,0,48, e, tunnel-2
<EVENT>: gotoMainGate, 19,47, 1,2, 1,1
<SETCHARPOS>: 17,0,6,w, ContinueMap

//To StoreTop
<layer1>:tunnel, 0.5, 3.6, 10, s, tunnel-2
<layer1>:stair-1, 2,0,11, s, stone1
<EVENT>: gotoStop, 7,11, 1,2, 1,1
<SETCHARPOS>: 12,0,14,n, ContinueMap

//center of the fs-front
<layer1>:tree, 16,0,23, n, tree
<layer1>:tree, 16,0,24, n, tree
<layer1>:tree, 17,0,23, s, tree
<layer1>:tree, 17,0,24, s, tree
<layer1>:bench2, 15,0,23, n, wood2
<layer1>:bench2, 16,0,22, w, wood2
<layer1>:bench2, 16,0,25, e, wood2
<layer1>:bench2, 18,0,23, s, wood2


//Door Houses
<layer1>:door1-1, 28,0,5, n, door3-6
<EVENT>: gotoFSHouse1, 28,5, 1,1, 1,1
<SETCHARPOS>: 9,0,3, n, Continuemap

<layer1>:door1-1, 28,0,17, n, door3-6
<EVENT>: gotoFSHouse2, 28,17, 1,1, 1,1
<SETCHARPOS>: 9,0,3, n, Continuemap

<layer1>:door1-1, 28,0,11, n, door3-6
<EVENT>: gotoFSHouse3, 28,11, 1,1, 1,1
<SETCHARPOS>: 9,0,3, n, Continuemap

<layer1>:door1-1, 28,0,23, n, door3-6
<EVENT>: gotoFSHouse4, 28,23, 1,1, 1,1
<SETCHARPOS>: 9,0,3, n, Continuemap


//End of Fort Santiago Front

<LIGHT>: AMBIENT, 0,0,0, .8,.8,.8, DUMMYD1
<LIGHT>: Directional, 0,0,0, .3,.3,.3, DUMMYD1

<LIGHT>: SPOT, 0,4,2, .5,.5,.5, Rozs
<LIGHT>: SPOT, 0,4,2, .5,.5,.5, GuardGun3
<LIGHT>: SPOT, 0,4,2, .5,.5,.5, GuardGun1
<LIGHT>: SPOT, 0,4,2, .5,.5,.5, CMan1
<LIGHT>: SPOT, 0,4,2, .5,.5,.5, CMan2
<LIGHT>: SPOT, 0,4,2, .5,.5,.5, CMan3
<LIGHT>: SPOT, 0,4,2, .5,.5,.5, Josephine

<BLOCKROW>: 0
<BLOCKCOL>: 0
<BLOCKROW>: 60
<BLOCKCOL>: 50
